"Nome","População","Bandeira","Coat of Arms","Endereço"
"Coronel Xavier Chaves-MG","3 486","","","Rua Padre Reis, 84 – Coronel Xavier Chaves – MG – CEP: 36330-000"
"Coronel Vivida-PR","21 666","","","Praça Três Poderes, s/n – Coronel Vivida – PR – CEP: 85550-000"
"Coronel Sapucaia-MS","14 160","","","Avenida Rachid S Derzi, 784 – Coronel Sapucaia – MS – CEP: 79995-000"
"Coronel Pilar-RS","1 602","","","Avenida 25 de Julho, 538 – Coronel Pilar – RS – CEP: 95726-000"
"Coronel Pacheco-MG","2 983","","","Praça Carlos Chagas, s/n – Coronel Pacheco – MG – CEP: 36155-000"
"Coronel Murta-MG","9 228","","","Rua Mestra Lourdes, 108 – Coronel Murta – MG – CEP: 39635-000"
"Coronel Martins-SC","2 457","","","Rua Porto Alegre, 47 – Coronel Martins – SC – CEP: 89837-000"
"Coronel Macedo-SP","4 280","","","Rua Pres Castelo Branco, 333 – Coronel Macedo – SP – CEP: 18745-000"
"Coronel José Dias-PI","4 541","","","Rua Gabriel Américo de Oliveira, s/n – Coronel José Dias – PI – CEP: 64793-000"
"Coronel João Sá-BA","17 056","","","Praça Dr Antônio Carlos Magalhães, 325 – Coronel João Sá – BA – CEP: 48590-000"
"Coronel João Pessoa-RN","4 918","","","Rua São José, 5 – Coronel João Pessoa – RN – CEP: 59930-000"
"Coronel Freitas-SC","10 213","","","Avenida Santa Catarina, 1022 – Coronel Freitas – SC – CEP: 89840-000"
"Coronel Fabriciano-MG","104 736","","","Praça Louis Ensch, 64 – Coronel Fabriciano – MG – CEP: 35170-033"
"Coronel Ezequiel-RN","5 405","","","Rua Seridó, 165 – Coronel Ezequiel – RN – CEP: 59220-000"
"Coronel Domingos Soares-PR","7 238","","","Avenida Araucária, 3120 – Coronel Domingos Soares – PR – CEP: 85557-000"
"Coronel Bicaco-RS","7 213","","","Rua 14 de Abril, 100 – Coronel Bicaco – RS – CEP: 98580-000"
"Coronel Barros-RS","2 521","","","Travessa 20 de Março, 1 – Coronel Barros – RS – CEP: 98735-000"
"Coromandel-MG","28 894","","","Rua Artur Bernardes, 170 – Coromandel – MG – CEP: 38550-000"
"Coroatá-MA","59 566","","","Praça José Sarney 159 – Coroatá – MA – CEP: 65415-000"
"Coroados-SP","5 986","","","Rua Prudente de Morais, 64 – Coroados – SP – CEP: 16260-000"
"Coroaci-MG","10 884","","","Rua Dona Cotinha Gonçalves, 11 – Coroaci – MG – CEP: 39710-000"
"Cornélio Procópio-PR","47 840","","","Avenida Minas Gerais, 301 – Cornélio Procópio – PR – CEP: 86300-000"
"Corinto-MG","23 901","","","Avenida Getúlio Vargas, 200 – Corinto – MG – CEP: 39200-000"
"Coribe-BA","14 301","","","Rua dos Bandeirantes, 285 – Coribe – BA – CEP: 47690-000"
"Corguinho-MS","4 959","","","Rua Antônio Furtado de Mendonça, 10 – Corguinho – MS – CEP: 79460-000"
"Coremas-PB","15 418","","","Rua Capitão Antônio Leite, 83 – Coremas – PB – CEP: 58770-000"
"Coreaú-CE","23 258","","","Avenida Dom José, 55 – Coreaú – CE – CEP: 62160-000"
"Cordislândia-MG","3 435","","","Praça Sagrado Coração de Jesus, 12 – Cordislândia – MG – CEP: 37498-000"
"Cordisburgo-MG","8 903","","","Rua São José, 977 – Cordisburgo – MG – CEP: 35780-000"
"Cordilheira Alta-SC","3 787","","","Rua CelsoTozzo, 27 – Cordilheira Alta – SC – CEP: 89819-000"
"Cordeiros-BA","7 546","","","Praça Cel José Moreira Cordeiro, 104 – Cordeiros – BA – CEP: 46280-000"
"Cordeirópolis-SP","25 116","","","Praça Francisco Orlando Stocco, 35 caixa postal 18 – Cordeirópolis – SP – CEP: 13490-000"
"Cordeiro-RJ","20 783","","","Avenida Presidente Vargas, 42 54 – Cordeiro – RJ – CEP: 28540-000"
"Corbélia-PR","17 117","","","Rua Amor Perfeito, 1616 – Corbélia – PR – CEP: 85420-000"
"Coração de Maria-BA","26 692","","","Praça Araújo Pinho, 14 – Coração de Maria – BA – CEP: 44250-000"
"Coração de Jesus-MG","26 035","","","Praça Dr Samuel Barreto, s/n – Coração de Jesus – MG – CEP: 39340-000"
"Coqueiros do Sul-RS","2 267","","","Avenida Presidente Vargas, 315 – Coqueiros do Sul – RS – CEP: 99528-000"
"Coqueiro Seco-AL","5 523","","","Avenida João Navarro, 61 – Coqueiro Seco – AL – CEP: 57140-000"
"Coqueiro Baixo-RS","1 490","","","Avenida italia, 1660 – Coqueiro Baixo – RS – CEP: 95955-000"
"Coqueiral-MG","9023","","","Rua Minas Gerais, 62 – Coqueiral – MG – CEP: 37235-000"
"Contendas do Sincorá-BA","4 333","","","Praça Municipal, 100 – Contendas do Sincorá – BA – CEP: 46620-000"
"Contenda-PR","19 128","","","Avenida João Franco, 400 – Contenda – PR – CEP: 83730-000"
"Contagem-MG","621 865","","","Praça Pres Tancredo Neves, 200 – Contagem – MG – CEP: 32017-110"
"Constantina-RS","9 903","","","Rua João Mafersoni, 483 – Constantina – RS – CEP: 99680-000"
"Consolação-MG","1 727","","","Rua Ananias Cândido de Almeida, 44 – Consolação – MG – CEP: 37670-000"
"Conselheiro Pena-MG","22 892","","","Prça João Luiz da Silva, 156 – Conselheiro Pena – MG – CEP: 35240-000"
"Conselheiro Mairinck-PR","3 843","","","Praça Otacílio Ferreira, 82 – Conselheiro Mairinck – PR – CEP: 86480-000"
"Conselheiro Lafaiete-MG","131 621","","","Avenida Pref Mário Rodrigues Pereira, 10 – Conselheiro Lafaiete – MG – CEP: 36400-000"
"Conquista-MG","7 000","","","Praça Cel Tancredo França, 181 – Conquista – MG – CEP: 38195-000"
"Conquista d'Oeste-MT","4 101","","","Avenida Dos Oitis, 1200 – Conquista D’oeste – MT – CEP: 78254-000"
"Congonhinhas-PR","8 857","","","Avenida Dr Davi Xavier da Silva, 266  – Congonhinhas – PR – CEP: 86320-000"
"Congonhas-MG","52 890","","","Praça Julia Kubitschek, 135 – Congonhas – MG – CEP: 36415-000"
"Congonhas do Norte-MG","4 943","","","Rua João Moreira, 22 – Congonhas do Norte – MG – CEP: 35850-000"
"Congonhal-MG","11 706","","","Rua Prudente de Morais, 54 – Congonhal – MG – CEP: 37557-000"
"Congo-PB","4 787","","","Rua Senador Rui Carneiro, 38 – Congo – PB – CEP: 58535-000"
"Confresa-MT","31 510","","","Avenida Centro Oeste, 286 – Confresa – MT – CEP: 78652-000"
"Confins-MG","7 350","","","Rua Gustavo Rodrigues, 265 – Confins – MG – CEP: 33500-000"
"Cônego Marinho-MG","7 089","","","Avenida Hermenegildo Nogueira Da Silva – Cônego Marinho – MG – CEP: 39489-000"
"Condor-RS","6 766","","","Rua Ipiranga, 22 – Condor – RS – CEP: 98290-000"
"Condeúba-BA","17 053","","","Praça Jovino Arsenio Silva Filho, 53-A – Condeúba – BA – CEP: 46200-000"
"Conde-PB","24 670","","","Rodovia PB, 018 Km 3 5, s/n – Conde – PB – CEP: 58322-000"
"Conde-BA","26 223","","","Praça Altamirando Requião, 27 – Conde – BA – CEP: 48300-000"
"Condado-PE","25 632","","","Praça 11 de Novembro, 88 – Condado – PE – CEP: 55940-000"
"Condado-PB","6 753","","","Rua Padre Amâncio Leite, 395 – Condado – PB – CEP: 58714-000"
"Concórdia-SC","81 646","","","Rua Leonel Moselle, 62 – Concórdia – SC – CEP: 89700-000"
"Concórdia do Pará-PA","31 884","","","Avenida Marechal Deodoro da Fonseca, 20 – Concórdia do Pará – PA – CEP: 68685-000"
"Conchas-SP","16 288","","","Rua Minas Gerais, 707 – Conchas – SP – CEP: 18570-000"
"Conchal-SP","28105","","","Rua Francisco Ferreira Alves, 364 – Conchal – SP – CEP: 13835-000"
"Conceição-PB","18 363","","","Praça gov wilson L Braga, s/n – Conceição – PB – CEP: 58970-000"
"Conceição dos Ouros-MG","10 609","","","Praça José Maria de Sousa, 01 – Conceição dos Ouros – MG – CEP: 37548-000"
"Conceição do Tocantins-TO","4 182","","","Praça José Leal, 12 – Conceição do Tocantins – TO – CEP: 77305-000"
"Conceição do Rio Verde-MG","12 950","","","Praça Pref Edward Carneiro, 11 – Conceição do Rio Verde – MG – CEP: 37430-000"
"Conceição do Pará-MG","5 162","","","Praça Januário Valério, 206 – Conceição do Pará – MG – CEP: 35668-000"
"Conceição do Mato Dentro-MG","23 163","","","Rua Daniel de Carvalho, 161 – Conceição do Mato Dentro – MG – CEP: 35860-000"
"Conceição do Lago Açu-MA","16 559","","","Rua do Comércio, s/n – Conceição do Lago-Açu – MA – CEP: 65340-000"
"Conceição do Jacuípe-BA","33 398","","","Praça Manoel Teixeira de Freitas, s/n – Conceição do Jacuípe – BA – CEP: 44245-000"
"Conceição do Coité-BA","67 825","","","Praça Theógenes Antônio Calixto, s/n – Conceição do Coité – BA – CEP: 48730-000"
"Conceição do Castelo-ES","12 887","","","Avenida José Grilo, 426 – Conceição do Castelo – ES – CEP: 29370-000"
"Conceição do Canindé-PI","4 532","","","Praça Central, 350 – Conceição do Canindé – PI – CEP: 64740-000"
"Conceição do Araguaia-PA","44 765","","","Travessa Vereadora Virgolina Coelho, 1145 – Conceição do Araguaia – PA – CEP: 68540-000"
"Conceição do Almeida-BA","17 087","","","Praça Edgard Tupinambá, s/n – Conceição do Almeida – BA – CEP: 44540-000"
"Conceição de Macabu-RJ","27 224","","","Rua Maria Adelaide, 186 – Conceição de Macabu – RJ – CEP: 28740-000"
"Conceição de Ipanema-MG","4 570","","","Avenida Geraldo de Barros, 192 – Conceição de Ipanema – MG – CEP: 36947-000"
"Conceição das Pedras-MG","2 772","","","Praça Francisco Rodrigues dos Santos, 22 – Conceição das Pedras – MG – CEP: 37527-000"
"Conceição das Alagoas-MG","26 428","","","Rua Floriano Peixoto, 395 – Conceição das Alagoas – MG – CEP: 38120-000"
"Conceição da Feira-BA","20 800","","","Praça Marechal Deodoro, 26 – Conceição da Feira – BA – CEP: 44320-000"
"Conceição da Barra-ES","31 479","","","Praça Pref José Luiz da Costa, s/n – Conceição da Barra – ES – CEP: 29960-000"
"Conceição da Barra de Minas-MG","3 961","","","Rua Pe Antônio Pádua Chaves, 70 – Conceição da Barra de Minas – MG – CEP: 36360-000"
"Conceição da Aparecida-MG","9 814","","","Rua Pe Antônio Martins, 104 – Conceição da Aparecida – MG – CEP: 37148-000"
"Comodoro-MT","32 601","","","Rua Espirito Santo, 3169 – Comodoro – MT – CEP: 78310-000"
"Comercinho-MG","8 298","","","Rua Manoel Rafael de Oliveira, 100 – Comercinho – MG – CEP: 39628-000"
"Comendador Levy Gasparian-RJ","8 544","","","Avenida Vereador José Francisco Xavier, 1 – Comendador Levy Gasparian – RJ – CEP: 25870-000"
"Comendador Gomes-MG","3 128","","","Praça Manoel Bertoldo da Silva, 31 – Comendador Gomes – MG – CEP: 38250-000"
"Combinado-TO","4 874","","","Avenida Principal, 386 – Combinado – TO – CEP: 77350-000"
"Coluna-MG","8 163","","","Praça Herculano Torres, 13 – Coluna – MG – CEP: 39770-000"
"Colorado-RS","3 088","","","Avenida Boa Esperança, 692 – Colorado – RS – CEP: 99460-000"
"Colorado-PR","23 941","","","Avenida Brasil, 1250 – Colorado – PR – CEP: 86690-000"
"Colorado do Oeste-RO","18 591","","","Avenida Paulo Assis Ribeiro, 4132 – Colorado do Oeste – RO – CEP:"
"Colônia Leopoldina-AL","21 575","","","Rua 15 de Novembro, 10 – Colônia Leopoldina – AL – CEP: 57975-000"
"Colônia do Piauí-PI","7 651","","","Rua Sebastião Tapeti, s/n – Colônia do Piauí – PI – CEP: 64516-000"
"Colônia do Gurgueia-PI","6 516","","","Avenida Juscelino Kubitschek, s/n – Colônia do Gurguéia – PI – CEP: 64885-000"
"Colombo-PR","246 540","","","Rua XV de Novembro, 105 – Colombo – PR – CEP: 83414-000"
"Colômbia-SP","6 203","","","Rua Antônio Prado, 1161 – Colômbia – SP – CEP: 14795-000"
"Colniza-MT","39 861","","","Avenida Tarumã, 33 – Colniza – MT – CEP: 78335-000"
"Colméia-TO","11 523","","","Praça da Bíblia, s/n – Colméia – TO – CEP: 77725-000"
"Colinas-RS","2 466","","","Rua Olavo Bilac, 370  – Colinas – RS – CEP: 95895-000"
"Colinas-MA","42 196","","","Praça Dias Carneiro, 402 – Colinas – MA – CEP: 65690-000"
"Colinas do Tocantins-TO","33 967","","","Avenida Pres Dutra, 263 – Colinas do Tocantins – TO – CEP: 77760-000"
"Colinas do Sul-GO","3 382","","","Avenida Ary Valadão-central, s/n – Colinas do Sul – GO – CEP: 73740-000"
"Colina-SP","18 245","","","Rua Antônio Paulo de Miranda, 466 – Colina – SP – CEP: 14770-000"
"Colíder-MT","32 298","","","Travessa Dos Parecís, 60 – Colíder – MT – CEP: 78500-000"
"Colatina-ES","119 992","","","Avenida Ângelo Giubert, 343 – Colatina – ES – CEP: 29702-902"
"Colares-PA","11 721","","","Rua 16 de Novembro, s/n – Colares – PA – CEP: 68785-000"
"Coivaras-PI","3 942","","","Avenida Raimundo Martins, 522 – Coivaras – PI – CEP: 64335-000"
"Coité do Noia-AL","10 744","","","Praça Antônio Pedro de Albuquerque, 20 – Coité do Nóia – AL – CEP: 57325-000"
"Coimbra-MG","7 117","","","Rua Álvaro de Barros, 401 – Coimbra – MG – CEP: 36550-000"
"Coelho Neto-MA","49 435","","","Praça Getúlio Vargas, s/n – Coelho Neto – MA – CEP: 65620-000"
"Codó-MA","123 116","","","Praça Ferreira Bayma, 538 – Codó – MA – CEP: 65400-000"
"Codajás-AM","29549","","","Rua 5 de Setembro, 592 – Codajás – AM – CEP: 69450-000"
"Cocos-BA","18 446","","","Rua Presidente Juscelino, 115 – Cocos – BA – CEP: 47680-000"
"Cocalzinho de Goiás-GO","20 771","","","Rua 3 Quadra 7 – Área Especial – Cocalzinho de Goiás – GO – CEP: 72975-000"
"Cocalinho-MT","6 890","","","Avenida Araguaia, 676 – Cocalinho – MT – CEP: 78680-000"
"Cocal-PI","26 044","","","Praça da Matriz, 177 – Cocal – PI – CEP: 64235-000"
"Cocal dos Alves-PI","6 153","","","Rua João Domingos da Silva, s/n – Cocal dos Alves – PI – CEP: 64238-000"
"Cocal do Sul-SC","16 821","","","Avenida Doutor Polidoro Santiago, 519 caixa postal, 01 – Cocal do Sul – SC – CEP: 88845-000"
"Cocal de Telha-PI","4 525","","","Rua Francisco Alves mendes 149 – Cocal de Telha – PI – CEP: 64278-000"
"Coari-AM","70 616","","","Rua 5 de Setembro, 1000 – Coari – AM – CEP: 69460-000"
"Coaraci-BA","17 351","","","Avenida Juracy Magalhães, 244 – Coaraci – BA – CEP: 45638-000"
"Clevelândia-PR","16 450","","","Praça Getúlio Vargas, 71 – Clevelândia – PR – CEP: 85530-000"
"Clementina-SP","7 992","","","Rua Stelio Machado Loureiro, 123 – Clementina – SP – CEP: 16250-000"
"Cláudio-MG","28 617","","","Avenida Presidente Tancredo Neves, 152 – Cláudio – MG – CEP: 35530-000"
"Cláudia-MT","11 716","","","Avenida Gaspar Dutra, s/n – Cláudia – MT – CEP: 78540-000"
"Claro dos Poções-MG","7 781","","","Rua Cachoeira, 56 – Claro dos Poções – MG – CEP: 39380-000"
"Claraval-MG","4 843","","","Praça Divino Espírito Santo, 533 – Claraval – MG – CEP: 37997-000"
"Ciríaco-RS","4 693","","","Avenida 19 de Maio, 537 – Ciríaco – RS – CEP: 99970-000"
"Cipotânea-MG","6 547","","","Rua Francisca Pedrosa, 13 – Cipotânea – MG – CEP: 36265-000"
"Cipó-BA","17 230","","","Praça Juracy Magalhães, s/n – Cipó – BA – CEP: 48450-000"
"Cidreira-RS","16 897","","","Rua João Neves, 194 – Cidreira – RS – CEP: 95595-000"
"Cidelândia-MA","13 593","","","Avenida Senador Henrique de La Roque, s/n – Cidelândia – MA – CEP: 65921-000"
"Cidade Ocidental-GO","91 767","","","Super Quadra 10 Quadra 8 St Administrativo AE – Cidade Ocidental – GO – CEP: 72880-000"
"Cidade Gaúcha-PR","13 000","","","Rua 25 de Julho, 1814 – Cidade Gaúcha – PR – CEP: 87820-000"
"Cícero Dantas-BA","30 907","","","Praça Cícero Gonçalves, s/n – Cícero Dantas – BA – CEP: 48410-000"
"Cianorte-PR","84 980","","","Avenida Santa Catarina, 731 – Cianorte – PR – CEP: 87200-000"
"Chuvisca-RS","5 518","","","Avenida 28 de dezembro 3000 – Chuvisca – RS – CEP: 96193-000"
"Chupinguaia-RO","8 304","","","Avenida Tancredo Neves, s/n – Chupinguaia – RO – CEP: 76990-000"
"Chuí-RS","6 832","","","Rua Chile 1553 – Chuí – RS – CEP: 96255-000"
"Chorrochó-BA","10 579","","","Praça Coronel João Sá, 65 – Chorrochó – BA – CEP: 48660-000"
"Chorozinho-CE","18 920","","","Avenida Simplício de Carvalho, 613 – Chorozinho – CE – CEP: 62875-000"
"Choró-CE","13 608","","","Rua João Paracampos, 636 – Choró – CE – CEP: 63950-000"
"Chopinzinho-PR","19 083","","","Rua Santos Dumont, 3883 – Chopinzinho – PR – CEP: 85560-000"
"Chiapetta-RS","3 684","","","Av. Ipiranga, 1544, Centro"
"Chiador-MG","2 785","","","Rua Pe Carlos Dom Dero, 16 – Chiador – MG – CEP: 36630-000"
"Chaves-PA","23 482","","","Praça da Bandeira, s/n – Chaves – PA – CEP: 68880-000"
"Chavantes-SP","12 482","","","Rua Dr Altino Arantes, 464 – Chavantes – SP – CEP: 18970-000"
"Chaval-CE","12 617","","","Rua Cel José Porfírio, 506 – Chaval – CE – CEP: 62420-000"
"Charrua-RS","3 228","","","Rua Pe Réus, 36 – Charrua – RS – CEP: 99960-000"
"Charqueadas-RS","35 012","","","Avenida Dr José Athanásio, 460 – Charqueadas – RS – CEP: 96745-000"
"Charqueada-SP","15 086","","","Praça Antônio D`Alprat, 1 – Charqueada – SP – CEP: 13515-000"
"Chapecó-SC","254 781","","","Avenida Getúlio Vargas, 957 S – Chapecó – SC – CEP: 89812-000"
"Chapadinha-MA","80 195","","","Avenida Pres Vargas, 310 – Chapadinha – MA – CEP: 65500-000"
"Chapadão do Sul-MS","30 993","","","Avenida Seis Prédio 706 – Chapadão do Sul – MS – CEP: 79560-000"
"Chapadão do Lageado-SC","2 988","","","Rua Alan Régis Inácio, 15 – Chapadão do Lageado – SC – CEP: 88407-000"
"Chapadão do Céu-GO","10 797","","","Avenida Ema Q, 51 – Chapadão do Céu – GO – CEP: 75828-000"
"Chapada-RS","9 211","","","Rua Padre Anchieta, 90 – Chapada – RS – CEP: 99530-000"
"Chapada Gaúcha-MG","12 355","","","Rua Idearte Alves de Sousa nº180 – Chapada Gaúcha – MG – CEP: 39314-000"
"Chapada dos Guimarães-MT","19 453","","","Rua Tiradentes, 166 – Chapada dos Guimarães – MT – CEP: 78195-000"
"Chapada do Norte-MG","15 675","","","Rua João Luiz Rodrigues Soares, 101 – Chapada do Norte – MG – CEP: 39648-000"
"Chapada de Areia-TO","1 391","","","Avenida Principal, s/n – Chapada de Areia – TO – CEP: 77575-000"
"Chapada da Natividade-TO","3 280","","","Rua 26 de julho, s/n – Chapada da Natividade – TO – CEP: 77378-000"
"Chalé-MG","5 704","","","Avenida Cel José Maria Gomes, 139 – Chalé – MG – CEP: 36985-000"
"Chácara-MG","2 737","","","Rua Heitor Cândido, 60 – Chácara – MG – CEP: 36110-000"
"Chã Preta-AL","5910","","","Rua Dr Chico Teixeira, 115 – Chã Preta – AL – CEP: 57760-000"
"Chã Grande-PE","21 274","","","Avenida São José, 101 – Chã Grande – PE – CEP: 55636-000"
"Chã de Alegria-PE","13 206","","","Rua Siqueira Campos, s/n – Chã de Alegria – PE – CEP: 55835-000"
"Cezarina-GO","7 548","","","Rua Luis Cândido de Almeida, 37 – Cezarina – GO – CEP: 76195-000"
"Céu Azul-PR","11 872","","","Avenida Nilo Umberto Deitos, 1426 – Céu Azul – PR – CEP: 85840-000"
"Cesário Lange-SP","17 915","","","Praça Pe Adolfo Testa, 651 – Cesário Lange – SP – CEP: 18285-000"
"Cerro Negro-SC","3 417","","","Avenida Orides Delfes Furtado, 739 – Cerro Negro – SC – CEP: 88585-000"
